"","sample.no","year","date","sanctuary","status","site.new","complexity","algal.cover","size.class","count"
"3349",1204,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,1,"sub.legal",0
"3350",1205,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,3,"sub.legal",0
"3351",1206,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",4,3,"sub.legal",2
"3352",1207,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,3,"sub.legal",0
"3353",1208,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,3,"sub.legal",1
"3354",1209,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",2,1,"sub.legal",0
"3355",1210,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,3,"sub.legal",0
"3356",1211,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",4,3,"sub.legal",0
"3357",1212,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",3,3,"sub.legal",0
"3358",1213,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",4,3,"sub.legal",0
"3359",1214,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",4,3,"sub.legal",0
"3360",1215,2016,2016-01-01,"Parker Point","Fished","Fairbridge.Fished",4,3,"sub.legal",0
"3361",1216,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",4,2,"sub.legal",0
"3362",1217,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"sub.legal",0
"3363",1218,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"sub.legal",0
"3364",1219,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"sub.legal",0
"3365",1220,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"sub.legal",0
"3366",1221,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"sub.legal",1
"3367",1222,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"sub.legal",0
"3368",1223,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"3369",1224,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,3,"sub.legal",0
"3370",1225,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"sub.legal",0
"3371",1226,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"sub.legal",0
"3372",1227,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"3373",1228,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"3374",1229,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"3375",1230,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"sub.legal",2
"3376",1231,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"sub.legal",0
"3377",1232,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"sub.legal",0
"3378",1233,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",4,2,"sub.legal",0
"3379",1234,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"sub.legal",0
"3380",1235,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"sub.legal",2
"3381",1236,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"sub.legal",0
"3382",1237,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"sub.legal",0
"3383",1238,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"sub.legal",0
"3384",1239,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"sub.legal",0
"3385",1240,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,3,"sub.legal",0
"3386",1241,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",4,3,"sub.legal",1
"3387",1242,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",4,3,"sub.legal",0
"3388",1243,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"sub.legal",0
"3389",1244,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"sub.legal",3
"3390",1245,2016,2016-01-01,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"sub.legal",0
"3391",1246,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",0
"3392",1247,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",2,1,"sub.legal",0
"3393",1248,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",1
"3394",1249,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",0
"3395",1250,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",0
"3396",1251,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",2
"3397",1252,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",2,1,"sub.legal",0
"3398",1253,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"sub.legal",0
"3399",1254,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",0
"3400",1255,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",2,1,"sub.legal",1
"3401",1256,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",1
"3402",1257,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"sub.legal",0
"3403",1258,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",1
"3404",1259,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",0
"3405",1260,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",0
"3406",1261,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",0
"3407",1262,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",0
"3408",1263,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",0
"3409",1264,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",2
"3410",1265,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,2,"sub.legal",1
"3411",1266,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",0
"3412",1267,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,2,"sub.legal",1
"3413",1268,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,2,"sub.legal",0
"3414",1269,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,3,"sub.legal",0
"3415",1270,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,3,"sub.legal",0
"3416",1271,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"sub.legal",0
"3417",1272,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",1
"3418",1273,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,3,"sub.legal",2
"3419",1274,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",2,3,"sub.legal",0
"3420",1275,2016,2016-01-01,"Armstrong Bay","No-take","Little Armstrong.No-take",4,2,"sub.legal",2
"3421",1276,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3422",1277,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",0
"3423",1278,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,2,"sub.legal",0
"3424",1279,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",2,2,"sub.legal",0
"3425",1280,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",1,3,"sub.legal",0
"3426",1281,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",2,3,"sub.legal",0
"3427",1282,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",1,3,"sub.legal",0
"3428",1283,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",0
"3429",1284,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",3
"3430",1285,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",2,1,"sub.legal",0
"3431",1286,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",0,2,"sub.legal",0
"3432",1287,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"3433",1288,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",1,2,"sub.legal",0
"3434",1289,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3435",1290,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"3436",1291,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"3437",1292,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3438",1293,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,1,"sub.legal",0
"3439",1294,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",3,3,"sub.legal",0
"3440",1295,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,1,"sub.legal",2
"3441",1296,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3442",1297,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,3,"sub.legal",0
"3443",1298,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,1,"sub.legal",0
"3444",1299,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,3,"sub.legal",0
"3445",1300,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",1,1,"sub.legal",0
"3446",1301,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,1,"sub.legal",0
"3447",1302,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,3,"sub.legal",1
"3448",1303,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,3,"sub.legal",0
"3449",1304,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",3,3,"sub.legal",0
"3450",1305,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,3,"sub.legal",4
"3451",1306,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,3,"sub.legal",1
"3452",1307,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",3,3,"sub.legal",0
"3453",1308,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",0
"3454",1309,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,2,"sub.legal",0
"3455",1310,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",4,1,"sub.legal",3
"3456",1311,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,3,"sub.legal",0
"3457",1312,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3458",1313,2018,2018-01-20,"Armstrong Bay","Fished","City of York.Fished",2,1,"sub.legal",0
"3459",1314,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",2,1,"sub.legal",0
"3460",1315,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,1,"sub.legal",1
"3461",1316,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",2
"3462",1317,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",0
"3463",1318,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",1
"3464",1319,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",0
"3465",1320,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3466",1321,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3467",1322,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3468",1323,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,1,"sub.legal",1
"3469",1324,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",0
"3470",1325,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",2,3,"sub.legal",0
"3471",1326,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",4,3,"sub.legal",1
"3472",1327,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",2,3,"sub.legal",0
"3473",1328,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,3,"sub.legal",0
"3474",1329,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",2,3,"sub.legal",0
"3475",1330,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",1,2,"sub.legal",0
"3476",1331,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",0
"3477",1332,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",3,2,"sub.legal",6
"3478",1333,2018,2018-01-20,"Green Island","No-take","Mary Cove.No-take",1,1,"sub.legal",4
"3479",1334,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,1,"sub.legal",0
"3480",1335,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",6
"3481",1336,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,1,"sub.legal",1
"3482",1337,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",3,2,"sub.legal",0
"3483",1338,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",3,2,"sub.legal",0
"3484",1339,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",3,2,"sub.legal",0
"3485",1340,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,2,"sub.legal",2
"3486",1341,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",3,2,"sub.legal",0
"3487",1342,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",1,3,"sub.legal",0
"3488",1343,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",2,3,"sub.legal",0
"3489",1344,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",4
"3490",1345,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,1,"sub.legal",2
"3491",1346,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",3,3,"sub.legal",0
"3492",1347,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",2,3,"sub.legal",0
"3493",1348,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",2,3,"sub.legal",0
"3494",1349,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",2,3,"sub.legal",0
"3495",1350,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,1,"sub.legal",1
"3496",1351,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",2,3,"sub.legal",0
"3497",1352,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",2,3,"sub.legal",0
"3498",1353,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",0
"3499",1354,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,1,"sub.legal",2
"3500",1355,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",1
"3501",1356,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",0
"3502",1357,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",3,3,"sub.legal",0
"3503",1358,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",0
"3504",1359,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",0
"3505",1360,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",3
"3506",1361,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",1
"3507",1362,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",2,3,"sub.legal",0
"3508",1363,2018,2018-01-21,"Parker Point","No-take","Salmon Bay.No-take",4,3,"sub.legal",6
"3509",1364,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",1
"3510",1365,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",0
"3511",1366,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",0
"3512",1367,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",2,3,"sub.legal",0
"3513",1368,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",1
"3514",1369,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",0
"3515",1370,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",1
"3516",1371,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",0
"3517",1372,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",1
"3518",1373,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",4,3,"sub.legal",2
"3519",1374,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",0
"3520",1375,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",2,1,"sub.legal",0
"3521",1376,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",2
"3522",1377,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",0
"3523",1378,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",0
"3524",1379,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",4,3,"sub.legal",1
"3525",1380,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",0
"3526",1381,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,3,"sub.legal",0
"3527",1382,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",1,2,"sub.legal",0
"3528",1383,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",0,3,"sub.legal",0
"3529",1384,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",7
"3530",1385,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",0
"3531",1386,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",4,3,"sub.legal",2
"3532",1387,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"sub.legal",2
"3533",1388,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",0,2,"sub.legal",0
"3534",1389,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",4,1,"sub.legal",2
"3535",1390,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",0
"3536",1391,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",0
"3537",1392,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",0
"3538",1393,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"sub.legal",0
"3539",1394,2018,2018-01-21,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"sub.legal",6
"3540",1395,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,1,"sub.legal",0
"3541",1396,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,3,"sub.legal",5
"3542",1397,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,2,"sub.legal",0
"3543",1398,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"3544",1399,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,2,"sub.legal",0
"3545",1400,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"3546",1401,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",1
"3547",1402,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,2,"sub.legal",2
"3548",1403,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",1,1,"sub.legal",0
"3549",1404,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",4,0,"sub.legal",2
"3550",1405,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",1
"3551",1406,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"3552",1407,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,3,"sub.legal",0
"3553",1408,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"3554",1409,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,2,"sub.legal",4
"3555",1410,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",1,3,"sub.legal",0
"3556",1411,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,1,"sub.legal",0
"3557",1412,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,3,"sub.legal",0
"3558",1413,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",4,3,"sub.legal",0
"3559",1414,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,2,"sub.legal",0
"3560",1415,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,3,"sub.legal",0
"3561",1416,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",3,3,"sub.legal",0
"3562",1417,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,3,"sub.legal",0
"3563",1418,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",4,3,"sub.legal",4
"3564",1419,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",4,3,"sub.legal",0
"3565",1420,2018,2018-01-22,"Green Island","No-take","Green Island.No-take",2,3,"sub.legal",0
